recording_name,trial_number,subject_id,dataset_name,age_months,yoked_target,yoked_distractor,yoked_pair,exp_to_target_lang,fre_exp,eng_exp,media_name,initial_look,samples_target,samples_distractor,prop_looking,prop_looking_diff,number_fixations,correct_shift,remain_on_target,latency_to_switch,total_aoi_switches,duration_of_look,first_look_dur,longest_look_by_trial,max_pupil_baseline,max_pupil_post_onset,peak_pupil_size_difference,mean_pupil_baseline,mean_pupil_post_onset,mean_pupil_size_difference,peak_pupil_latency,age_months_centred,data_split
CompMix36_S06_93168000_E1,4,93168000,CompMix-36,44.333333333333336,sheep,monkey,monkey-sheep,50,50,50,Sheep_EngMixed_R.wmv,target,139,20,0.8742138364779874,NA,1,NA,1,NA,1,2316.666666666667,2316.666666666667,2316.666666666667,2.92,2.92,0,2.8579166666666667,2.7068539325842695,-0.15106273408239712,50,19.333333333333336,target
CompMix36_S06_93168000_E1,10,93168000,CompMix-36,44.333333333333336,cow,froggy,cow-froggy,50,50,50,Cow_EngMixed_L.wmv,target,103,0,1,NA,1,NA,1,NA,0,1716.6666666666667,1716.6666666666667,1716.6666666666667,2.665,2.7800000000000002,0.11500000000000021,2.615,2.6417613636363635,0.026761363636363278,616,19.333333333333336,target
CompMix36_S06_93168000_E1,13,93168000,CompMix-36,44.333333333333336,fish,duck,duck-fish,50,50,50,Fish_EngMixed_L.wmv,target,159,0,1,0.4339622641509434,1,NA,1,NA,0,2650,2650,2650,2.7,2.8150000000000004,0.11500000000000021,2.6595833333333334,2.7394444444444446,0.07986111111111116,949,19.333333333333336,target
CompMix36_S06_93168000_E1,19,93168000,CompMix-36,44.333333333333336,duck,fish,duck-fish,50,50,50,Duck_EngMixed_R.wmv,target,67,90,0.4267515923566879,0.42138364779874216,2,NA,0,NA,1,558.3333333333334,266.6666666666667,850.0000000000001,2.8,3.0300000000000002,0.23000000000000043,2.7570833333333336,2.9092045454545454,0.15212121212121188,733,19.333333333333336,target
CompMix36_S26_83640000_E1,4,83640000,CompMix-36,44,sheep,monkey,monkey-sheep,40,60,40,Sheep_EngMixed_R.wmv,target,159,0,1,NA,1,NA,1,NA,0,2650,2650,2650,4.279999999999999,4.385,0.10500000000000043,4.239583333333333,4.1,-0.1395833333333334,316,19,target
CompMix36_S26_83640000_E1,7,83640000,CompMix-36,44,bunny,dog,bunny-dog,40,60,40,Bunny_EngMixed_L.wmv,target,94,0,1,NA,2,NA,1,NA,0,783.3333333333335,716.6666666666667,850.0000000000001,4.2,4.46,0.2599999999999998,4.138333333333334,4.34320895522388,0.20487562189054653,1083,19,target
CompMix36_S29_98280000_E1,7,98280000,CompMix-36,40.43333333333333,bunny,dog,bunny-dog,20,80,20,Bunny_EngMixed_L.wmv,target,158,1,0.9937106918238994,NA,1,NA,1,NA,0,2633.3333333333335,2633.3333333333335,2633.3333333333335,3.895,3.565,-0.33000000000000007,3.7329166666666667,3.4100555555555556,-0.32286111111111104,200,15.43333333333333,target
CompMix36_S14_94020000_E2,11,94020000,CompMix-36,38,dog,bunny,bunny-dog,55,45,55,Dog_EngMixed_L.wmv,target,44,113,0.2802547770700637,NA,2,NA,0,NA,2,366.6666666666667,316.6666666666667,416.6666666666667,3.42,3.6,0.18000000000000016,3.3429166666666665,3.3557865168539327,0.012869850187266163,883,13,target
CompMix36_S14_94020000_E2,19,94020000,CompMix-36,38,duck,fish,duck-fish,55,45,55,Duck_EngMixed_L.wmv,target,152,0,1,NA,2,NA,1,NA,0,1225,1150,1300,3.515,3.575,0.06000000000000005,3.4870833333333335,3.3198333333333334,-0.16725000000000012,200,13,target
CompMix36_S20_85212000_E2,7,85212000,CompMix-36,48,bunny,dog,bunny-dog,20,80,20,Bunny_EngMixed_R.wmv,target,128,21,0.8590604026845637,NA,2,NA,1,NA,2,1066.6666666666667,1833.3333333333335,1833.3333333333335,2.6950000000000003,3.065,0.36999999999999966,2.651666666666667,2.9017977528089887,0.2501310861423218,1383,23,target
CompMix36_S20_85212000_E2,10,85212000,CompMix-36,48,cow,froggy,cow-froggy,20,80,20,Cow_EngMixed_R.wmv,target,104,16,0.8666666666666667,0.5283018867924528,1,NA,0,NA,1,1583.3333333333335,1583.3333333333335,1583.3333333333335,2.875,3.21,0.33499999999999996,2.8445833333333335,3.0376704545454545,0.19308712121212102,999,23,target
CompMix36_S20_85212000_E2,16,85212000,CompMix-36,48,froggy,cow,cow-froggy,20,80,20,Froggy_EngMixed_R.wmv,target,137,20,0.8726114649681529,0.7610062893081762,1,NA,0,NA,1,2200,2200,2200,2.975,3.215,0.23999999999999977,2.8470833333333334,3.0126136363636364,0.16553030303030303,1382,23,target
Mix_20_S29,11,17328000,Mix-20,21.033333333333335,cookie,foot,cookie-foot,42,58,42,Cookie R SW.AVI,target,150,0,1,NA,2,NA,1,NA,0,1250,2283.3333333333335,2283.3333333333335,3.105,3.49,0.38500000000000023,3.0541666666666667,3.333833333333333,0.2796666666666665,1249,-3.966666666666665,target
Mix_20_S36,10,16464000,Mix-20,21.3,door,mouth,door-mouth,62,38,62,Door L SW.AVI,target,40,105,0.27586206896551724,NA,1,NA,0,NA,1,666.6666666666667,666.6666666666667,666.6666666666667,3.34,3.51,0.16999999999999993,3.3137499999999998,3.3645,0.050750000000000295,1215,-3.6999999999999993,target
Mix_20_S41,10,40632000,Mix-20,20.5,door,mouth,door-mouth,29,71,29,Door L SW.AVI,target,130,3,0.9774436090225563,NA,1,NA,1,NA,0,2166.666666666667,2166.666666666667,2166.666666666667,3.0300000000000002,2.865,-0.16500000000000004,2.97625,2.701888888888889,-0.27436111111111083,249,-4.5,target
Mix_20_S41,11,40632000,Mix-20,20.5,cookie,foot,cookie-foot,29,71,29,Cookie R SW.AVI,target,125,0,1,NA,2,NA,1,NA,0,1041.6666666666667,1250,1250,3.04,3.04,0,3.0170833333333333,2.8729999999999998,-0.14408333333333356,100,-4.5,target
Mix_20_S41,14,40632000,Mix-20,20.5,dog,book,book-dog,29,71,29,Dog R SW.AVI,target,137,0,1,NA,1,NA,1,NA,0,2283.3333333333335,2283.3333333333335,2283.3333333333335,2.4450000000000003,2.5700000000000003,0.125,2.4333333333333336,2.4595,0.026166666666666227,833,-4.5,target
Mix_20_S45,6,58560000,Mix-20,20.366666666666667,foot,cookie,cookie-foot,91,9,91,Foot L SW.AVI,target,36,34,0.5142857142857142,NA,1,NA,0,NA,1,350,350,350,3.575,3.675,0.09999999999999964,3.482083333333333,3.464302325581395,-0.017781007751938027,1432,-4.633333333333333,target
Mix_14_S30,2,62880000,Mix-14,14.466666666666667,mouth,door,door-mouth,24.1,75.9,24.1,Mouth R SW.AVI,target,145,0,1,NA,1,NA,1,NA,0,2416.666666666667,2416.666666666667,2416.666666666667,3.48,3.565,0.08499999999999996,3.439583333333333,3.259611111111111,-0.1799722222222222,233,-10.533333333333333,target
Mix_14_S30,6,62880000,Mix-14,14.466666666666667,foot,cookie,cookie-foot,24.1,75.9,24.1,Foot L SW.AVI,target,91,42,0.6842105263157895,NA,1,NA,0,NA,1,1516.6666666666667,1516.6666666666667,1516.6666666666667,2.8499999999999996,2.975,0.12500000000000044,2.8354166666666667,2.7521666666666667,-0.08325000000000005,649,-10.533333333333333,target
Mix_14_S30,14,62880000,Mix-14,14.466666666666667,dog,book,book-dog,24.1,75.9,24.1,Dog R SW.AVI,target,135,0,1,NA,2,NA,1,NA,0,1125,1316.6666666666667,1316.6666666666667,3.205,3.255,0.04999999999999982,3.14875,3.0419444444444443,-0.10680555555555582,150,-10.533333333333333,target
Mix_14_S32,2,72444000,Mix-14,14.133333333333333,mouth,door,door-mouth,69,28,69,Mouth R SW.AVI,target,43,92,0.31851851851851853,NA,1,NA,0,NA,1,566.6666666666667,566.6666666666667,566.6666666666667,2.995,3.105,0.10999999999999988,2.9845833333333336,2.8818888888888887,-0.10269444444444487,916,-10.866666666666667,target
Mix_14_S32,11,72444000,Mix-14,14.133333333333333,cookie,foot,cookie-foot,69,28,69,Cookie R SW.AVI,target,121,18,0.8705035971223022,NA,2,NA,0,NA,2,1008.3333333333334,400,1616.6666666666667,2.775,2.8899999999999997,0.11499999999999977,2.7470833333333333,2.7545,0.007416666666666849,649,-10.866666666666667,target
Mix_14_S32,18,72444000,Mix-14,14.133333333333333,book,dog,book-dog,69,28,69,Book L SW.AVI,target,25,113,0.18115942028985507,NA,1,NA,0,NA,2,400,400,400,2.675,2.7649999999999997,0.08999999999999986,2.65125,2.6841666666666666,0.03291666666666648,316,-10.866666666666667,target
Mix_14_S34,2,70908000,Mix-14,14.8,mouth,door,door-mouth,57,43,57,Mouth R SW.AVI,target,102,40,0.7183098591549296,0.7083333333333334,1,NA,1,NA,1,1700.0000000000002,1700.0000000000002,1700.0000000000002,2.9749999999999996,3.16,0.1850000000000005,2.925,3.056888888888889,0.13188888888888917,1366,-10.2,target
Mix_14_S34,10,70908000,Mix-14,14.8,door,mouth,door-mouth,57,43,57,Door L SW.AVI,target,138,0,1,0.7222222222222222,1,NA,1,NA,0,2300,2300,2300,2.9699999999999998,3.14,0.17000000000000037,2.953333333333333,3.0680555555555555,0.11472222222222239,766,-10.2,target
Mix_14_S34,14,70908000,Mix-14,14.8,dog,book,book-dog,57,43,57,Dog R SW.AVI,target,138,0,1,NA,1,NA,1,NA,0,2300,2300,2300,2.995,3.1399999999999997,0.14499999999999957,2.96625,3.0655555555555556,0.09930555555555554,533,-10.2,target
Mix_20_S47,2,61680000,Mix-20,20.2,mouth,door,door-mouth,80,20,80,Mouth R SW.AVI,target,78,66,0.5416666666666666,NA,2,NA,0,NA,2,650,833.3333333333334,833.3333333333334,3.165,3.255,0.08999999999999986,3.1479166666666667,3.1135555555555556,-0.034361111111111065,1499,-4.800000000000001,target
Mix_20_S47,11,61680000,Mix-20,20.2,cookie,foot,cookie-foot,80,20,80,Cookie R SW.AVI,target,94,43,0.6861313868613139,NA,1,NA,1,NA,1,1566.6666666666667,1566.6666666666667,1566.6666666666667,2.53,2.685,0.15500000000000025,2.4825,2.6090625,0.1265624999999999,683,-4.800000000000001,target
Mix_14_S41,2,68436000,Mix-14,14.866666666666667,mouth,door,door-mouth,85,6,85,Mouth R SW.AVI,target,122,0,1,NA,3,NA,1,NA,0,677.7777777777778,716.6666666666667,1100,2.745,3.06,0.31499999999999995,2.7241666666666666,2.7997727272727273,0.07560606060606068,1482,-10.133333333333333,target
Mix_14_S43,2,68664000,Mix-14,14,mouth,door,door-mouth,48,52,48,Mouth R SW.AVI,target,142,0,1,NA,2,NA,1,NA,0,1183.3333333333335,583.3333333333334,1783.3333333333335,3.025,3.27,0.2450000000000001,2.9470833333333335,3.020852272727273,0.07376893939393936,1215,-11,target
Mix_14_S43,11,68664000,Mix-14,14,cookie,foot,cookie-foot,48,52,48,Cookie R SW.AVI,target,137,0,1,NA,1,NA,1,NA,0,2283.3333333333335,2283.3333333333335,2283.3333333333335,2.95,3.16,0.20999999999999996,2.84875,2.9048333333333334,0.056083333333333485,1500,-11,target
Mix_14_S43,14,68664000,Mix-14,14,dog,book,book-dog,48,52,48,Dog R SW.AVI,target,134,0,1,NA,1,NA,1,NA,0,2233.3333333333335,2233.3333333333335,2233.3333333333335,3.075,3.115,0.040000000000000036,3.012083333333333,2.9441111111111113,-0.06797222222222166,832,-11,target
